
Program Started
AES		 , nan		 ,  0		 ,   1FFT		 , nan		 ,  0		 ,   1SHA		 , nan		 ,  0		 ,   1BFS		 , nan		 ,  0		 ,   1KMP		 , nan		 ,  0		 ,   1GEMM		 , nan		 ,  0		 ,   1SORT		 , nan		 ,  0		 ,   1SPMV		 , nan		 ,  0		 ,   1
AES		 , 0.000		 ,  0		 ,  75FFT		 , 1.378		 ,  6		 ,  75SHA		 , 0.000		 ,  0		 ,  75BFS		 , 0.000		 ,  0		 ,  75KMP		 , 0.000		 ,  0		 ,  75GEMM		 , 0.000		 ,  0		 ,  75SORT		 , 0.000		 ,  0		 ,  75SPMV		 , 0.000		 ,  0		 ,  75
AES		 , 0.000		 ,  0		 ,  76FFT		 , 1.360		 ,  6		 ,  76SHA		 , 0.000		 ,  0		 ,  76BFS		 , 0.000		 ,  0		 ,  76KMP		 , 0.000		 ,  0		 ,  76GEMM		 , 0.000		 ,  0		 ,  76SORT		 , 0.000		 ,  0		 ,  76SPMV		 , 0.000		 ,  0		 ,  76
AES		 , 0.000		 ,  0		 ,  77FFT		 , 1.342		 ,  6		 ,  77SHA		 , 0.000		 ,  0		 ,  77BFS		 , 0.000		 ,  0		 ,  77KMP		 , 0.000		 ,  0		 ,  77GEMM		 , 0.000		 ,  0		 ,  77SORT		 , 0.000		 ,  0		 ,  77SPMV		 , 0.000		 ,  0		 ,  77
AES		 , 0.000		 ,  0		 ,  78FFT		 , 1.325		 ,  6		 ,  78SHA		 , 0.000		 ,  0		 ,  78BFS		 , 0.000		 ,  0		 ,  78KMP		 , 0.000		 ,  0		 ,  78GEMM		 , 0.000		 ,  0		 ,  78SORT		 , 0.000		 ,  0		 ,  78SPMV		 , 0.000		 ,  0		 ,  78
AES		 , 0.000		 ,  0		 ,  79FFT		 , 1.308		 ,  6		 ,  79SHA		 , 0.000		 ,  0		 ,  79BFS		 , 0.000		 ,  0		 ,  79KMP		 , 0.000		 ,  0		 ,  79GEMM		 , 0.000		 ,  0		 ,  79SORT		 , 0.000		 ,  0		 ,  79SPMV		 , 0.000		 ,  0		 ,  79
AES		 , 0.000		 ,  0		 ,  80FFT		 , 1.291		 ,  6		 ,  80SHA		 , 0.000		 ,  0		 ,  80BFS		 , 0.000		 ,  0		 ,  80KMP		 , 0.000		 ,  0		 ,  80GEMM		 , 0.000		 ,  0		 ,  80SORT		 , 0.000		 ,  0		 ,  80SPMV		 , 0.000		 ,  0		 ,  80
AES		 , 0.000		 ,  0		 ,  81FFT		 , 1.275		 ,  6		 ,  81SHA		 , 0.000		 ,  0		 ,  81BFS		 , 0.000		 ,  0		 ,  81KMP		 , 0.000		 ,  0		 ,  81GEMM		 , 0.000		 ,  0		 ,  81SORT		 , 0.000		 ,  0		 ,  81SPMV		 , 0.000		 ,  0		 ,  81
AES		 , 0.000		 ,  0		 ,  82FFT		 , 1.259		 ,  6		 ,  82SHA		 , 0.000		 ,  0		 ,  82BFS		 , 0.000		 ,  0		 ,  82KMP		 , 0.000		 ,  0		 ,  82GEMM		 , 0.000		 ,  0		 ,  82SORT		 , 0.000		 ,  0		 ,  82SPMV		 , 0.000		 ,  0		 ,  82
AES		 , 0.000		 ,  0		 ,  83FFT		 , 1.244		 ,  6		 ,  83SHA		 , 0.000		 ,  0		 ,  83BFS		 , 0.000		 ,  0		 ,  83KMP		 , 0.000		 ,  0		 ,  83GEMM		 , 0.000		 ,  0		 ,  83SORT		 , 0.000		 ,  0		 ,  83SPMV		 , 0.000		 ,  0		 ,  83
AES		 , 0.000		 ,  0		 ,  84FFT		 , 1.434		 ,  7		 ,  84SHA		 , 0.000		 ,  0		 ,  84BFS		 , 0.000		 ,  0		 ,  84KMP		 , 0.000		 ,  0		 ,  84GEMM		 , 0.000		 ,  0		 ,  84SORT		 , 0.000		 ,  0		 ,  84SPMV		 , 0.000		 ,  0		 ,  84
AES		 , 0.000		 ,  0		 ,  85FFT		 , 1.417		 ,  7		 ,  85SHA		 , 0.000		 ,  0		 ,  85BFS		 , 0.000		 ,  0		 ,  85KMP		 , 0.000		 ,  0		 ,  85GEMM		 , 0.000		 ,  0		 ,  85SORT		 , 0.000		 ,  0		 ,  85SPMV		 , 0.000		 ,  0		 ,  85
AES		 , 0.000		 ,  0		 ,  86FFT		 , 1.400		 ,  7		 ,  86SHA		 , 0.000		 ,  0		 ,  86BFS		 , 0.000		 ,  0		 ,  86KMP		 , 0.000		 ,  0		 ,  86GEMM		 , 0.000		 ,  0		 ,  86SORT		 , 0.000		 ,  0		 ,  86SPMV		 , 0.000		 ,  0		 ,  86
AES		 , 0.000		 ,  0		 ,  87FFT		 , 1.384		 ,  7		 ,  87SHA		 , 0.000		 ,  0		 ,  87BFS		 , 0.000		 ,  0		 ,  87KMP		 , 0.000		 ,  0		 ,  87GEMM		 , 0.000		 ,  0		 ,  87SORT		 , 0.000		 ,  0		 ,  87SPMV		 , 0.000		 ,  0		 ,  87
AES		 , 0.000		 ,  0		 ,  88FFT		 , 1.368		 ,  7		 ,  88SHA		 , 0.000		 ,  0		 ,  88BFS		 , 0.000		 ,  0		 ,  88KMP		 , 0.000		 ,  0		 ,  88GEMM		 , 0.000		 ,  0		 ,  88SORT		 , 0.000		 ,  0		 ,  88SPMV		 , 0.000		 ,  0		 ,  88
AES		 , 0.000		 ,  0		 ,  89FFT		 , 1.352		 ,  7		 ,  89SHA		 , 0.000		 ,  0		 ,  89BFS		 , 0.000		 ,  0		 ,  89KMP		 , 0.000		 ,  0		 ,  89GEMM		 , 0.000		 ,  0		 ,  89SORT		 , 0.000		 ,  0		 ,  89SPMV		 , 0.000		 ,  0		 ,  89
AES		 , 0.000		 ,  0		 ,  90FFT		 , 1.337		 ,  7		 ,  90SHA		 , 0.000		 ,  0		 ,  90BFS		 , 0.000		 ,  0		 ,  90KMP		 , 0.000		 ,  0		 ,  90GEMM		 , 0.000		 ,  0		 ,  90SORT		 , 0.000		 ,  0		 ,  90SPMV		 , 0.000		 ,  0		 ,  90
AES		 , 0.000		 ,  0		 ,  91FFT		 , 1.322		 ,  7		 ,  91SHA		 , 0.000		 ,  0		 ,  91BFS		 , 0.000		 ,  0		 ,  91KMP		 , 0.000		 ,  0		 ,  91GEMM		 , 0.000		 ,  0		 ,  91SORT		 , 0.000		 ,  0		 ,  91SPMV		 , 0.000		 ,  0		 ,  91
AES		 , 0.000		 ,  0		 ,  92FFT		 , 1.308		 ,  7		 ,  92SHA		 , 0.000		 ,  0		 ,  92BFS		 , 0.000		 ,  0		 ,  92KMP		 , 0.000		 ,  0		 ,  92GEMM		 , 0.000		 ,  0		 ,  92SORT		 , 0.000		 ,  0		 ,  92SPMV		 , 0.000		 ,  0		 ,  92
AES		 , 0.000		 ,  0		 ,  93FFT		 , 1.293		 ,  7		 ,  93SHA		 , 0.000		 ,  0		 ,  93BFS		 , 0.000		 ,  0		 ,  93KMP		 , 0.000		 ,  0		 ,  93GEMM		 , 0.000		 ,  0		 ,  93SORT		 , 0.000		 ,  0		 ,  93SPMV		 , 0.000		 ,  0		 ,  93
AES		 , 0.000		 ,  0		 ,  94FFT		 , 1.280		 ,  7		 ,  94SHA		 , 0.000		 ,  0		 ,  94BFS		 , 0.000		 ,  0		 ,  94KMP		 , 0.000		 ,  0		 ,  94GEMM		 , 0.000		 ,  0		 ,  94SORT		 , 0.000		 ,  0		 ,  94SPMV		 , 0.000		 ,  0		 ,  94
AES		 , 0.000		 ,  0		 ,  95FFT		 , 1.266		 ,  7		 ,  95SHA		 , 0.000		 ,  0		 ,  95BFS		 , 0.000		 ,  0		 ,  95KMP		 , 0.000		 ,  0		 ,  95GEMM		 , 0.000		 ,  0		 ,  95SORT		 , 0.000		 ,  0		 ,  95SPMV		 , 0.000		 ,  0		 ,  95
AES		 , 0.000		 ,  0		 ,  96FFT		 , 1.253		 ,  7		 ,  96SHA		 , 0.000		 ,  0		 ,  96BFS		 , 0.000		 ,  0		 ,  96KMP		 , 0.000		 ,  0		 ,  96GEMM		 , 0.000		 ,  0		 ,  96SORT		 , 0.000		 ,  0		 ,  96SPMV		 , 0.000		 ,  0		 ,  96
AES		 , 0.000		 ,  0		 ,  97FFT		 , 1.240		 ,  7		 ,  97SHA		 , 0.000		 ,  0		 ,  97BFS		 , 0.000		 ,  0		 ,  97KMP		 , 0.000		 ,  0		 ,  97GEMM		 , 0.000		 ,  0		 ,  97SORT		 , 0.000		 ,  0		 ,  97SPMV		 , 0.000		 ,  0		 ,  97
AES		 , 0.000		 ,  0		 ,  98FFT		 , 1.402		 ,  8		 ,  98SHA		 , 0.000		 ,  0		 ,  98BFS		 , 0.000		 ,  0		 ,  98KMP		 , 0.000		 ,  0		 ,  98GEMM		 , 0.000		 ,  0		 ,  98SORT		 , 0.000		 ,  0		 ,  98SPMV		 , 0.000		 ,  0		 ,  98
AES		 , 0.000		 ,  0		 ,  99FFT		 , 1.388		 ,  8		 ,  99SHA		 , 0.000		 ,  0		 ,  99BFS		 , 0.000		 ,  0		 ,  99KMP		 , 0.000		 ,  0		 ,  99GEMM		 , 0.000		 ,  0		 ,  99SORT		 , 0.000		 ,  0		 ,  99SPMV		 , 0.000		 ,  0		 ,  99
AES		 , 0.000		 ,  0		 , 100FFT		 , 1.374		 ,  8		 , 100SHA		 , 0.000		 ,  0		 , 100BFS		 , 0.000		 ,  0		 , 100KMP		 , 0.000		 ,  0		 , 100GEMM		 , 0.000		 ,  0		 , 100SORT		 , 0.000		 ,  0		 , 100SPMV		 , 0.000		 ,  0		 , 100
AES		 , 0.000		 ,  0		 , 101FFT		 , 1.360		 ,  8		 , 101SHA		 , 0.000		 ,  0		 , 101BFS		 , 0.000		 ,  0		 , 101KMP		 , 0.000		 ,  0		 , 101GEMM		 , 0.000		 ,  0		 , 101SORT		 , 0.000		 ,  0		 , 101SPMV		 , 0.000		 ,  0		 , 101
AES		 , 0.000		 ,  0		 , 102FFT		 , 1.347		 ,  8		 , 102SHA		 , 0.000		 ,  0		 , 102BFS		 , 0.000		 ,  0		 , 102KMP		 , 0.000		 ,  0		 , 102GEMM		 , 0.000		 ,  0		 , 102SORT		 , 0.000		 ,  0		 , 102SPMV		 , 0.000		 ,  0		 , 102
AES		 , 0.000		 ,  0		 , 103FFT		 , 1.333		 ,  8		 , 103SHA		 , 0.000		 ,  0		 , 103BFS		 , 0.000		 ,  0		 , 103KMP		 , 0.000		 ,  0		 , 103GEMM		 , 0.000		 ,  0		 , 103SORT		 , 0.000		 ,  0		 , 103SPMV		 , 0.000		 ,  0		 , 103
AES		 , 0.000		 ,  0		 , 104FFT		 , 1.320		 ,  8		 , 104SHA		 , 0.000		 ,  0		 , 104BFS		 , 0.000		 ,  0		 , 104KMP		 , 0.000		 ,  0		 , 104GEMM		 , 0.000		 ,  0		 , 104SORT		 , 0.000		 ,  0		 , 104SPMV		 , 0.000		 ,  0		 , 104
AES		 , 0.000		 ,  0		 , 105FFT		 , 1.308		 ,  8		 , 105SHA		 , 0.000		 ,  0		 , 105BFS		 , 0.000		 ,  0		 , 105KMP		 , 0.000		 ,  0		 , 105GEMM		 , 0.000		 ,  0		 , 105SORT		 , 0.000		 ,  0		 , 105SPMV		 , 0.000		 ,  0		 , 105
AES		 , 0.000		 ,  0		 , 106FFT		 , 1.295		 ,  8		 , 106SHA		 , 0.000		 ,  0		 , 106BFS		 , 0.000		 ,  0		 , 106KMP		 , 0.000		 ,  0		 , 106GEMM		 , 0.000		 ,  0		 , 106SORT		 , 0.000		 ,  0		 , 106SPMV		 , 0.000		 ,  0		 , 106
AES		 , 0.000		 ,  0		 , 107FFT		 , 1.283		 ,  8		 , 107SHA		 , 0.000		 ,  0		 , 107BFS		 , 0.000		 ,  0		 , 107KMP		 , 0.000		 ,  0		 , 107GEMM		 , 0.000		 ,  0		 , 107SORT		 , 0.000		 ,  0		 , 107SPMV		 , 0.000		 ,  0		 , 107
AES		 , 0.000		 ,  0		 , 108FFT		 , 1.271		 ,  8		 , 108SHA		 , 0.000		 ,  0		 , 108BFS		 , 0.000		 ,  0		 , 108KMP		 , 0.000		 ,  0		 , 108GEMM		 , 0.000		 ,  0		 , 108SORT		 , 0.000		 ,  0		 , 108SPMV		 , 0.000		 ,  0		 , 108
AES		 , 0.000		 ,  0		 , 109FFT		 , 1.259		 ,  8		 , 109SHA		 , 0.000		 ,  0		 , 109BFS		 , 0.000		 ,  0		 , 109KMP		 , 0.000		 ,  0		 , 109GEMM		 , 0.000		 ,  0		 , 109SORT		 , 0.000		 ,  0		 , 109SPMV		 , 0.000		 ,  0		 , 109
AES		 , 0.000		 ,  0		 , 110FFT		 , 1.248		 ,  8		 , 110SHA		 , 0.000		 ,  0		 , 110BFS		 , 0.000		 ,  0		 , 110KMP		 , 0.000		 ,  0		 , 110GEMM		 , 0.000		 ,  0		 , 110SORT		 , 0.000		 ,  0		 , 110SPMV		 , 0.000		 ,  0		 , 110
AES		 , 0.000		 ,  0		 , 111FFT		 , 1.236		 ,  8		 , 111SHA		 , 0.000		 ,  0		 , 111BFS		 , 0.000		 ,  0		 , 111KMP		 , 0.000		 ,  0		 , 111GEMM		 , 0.000		 ,  0		 , 111SORT		 , 0.000		 ,  0		 , 111SPMV		 , 0.000		 ,  0		 , 111
AES		 , 0.000		 ,  0		 , 112FFT		 , 1.225		 ,  8		 , 112SHA		 , 0.000		 ,  0		 , 112BFS		 , 0.000		 ,  0		 , 112KMP		 , 0.000		 ,  0		 , 112GEMM		 , 0.000		 ,  0		 , 112SORT		 , 0.000		 ,  0		 , 112SPMV		 , 0.000		 ,  0		 , 112
AES		 , 0.000		 ,  0		 , 113FFT		 , 1.366		 ,  9		 , 113SHA		 , 0.000		 ,  0		 , 113BFS		 , 0.000		 ,  0		 , 113KMP		 , 0.000		 ,  0		 , 113GEMM		 , 0.000		 ,  0		 , 113SORT		 , 0.000		 ,  0		 , 113SPMV		 , 0.000		 ,  0		 , 113
AES		 , 0.000		 ,  0		 , 114FFT		 , 1.354		 ,  9		 , 114SHA		 , 0.000		 ,  0		 , 114BFS		 , 0.000		 ,  0		 , 114KMP		 , 0.000		 ,  0		 , 114GEMM		 , 0.000		 ,  0		 , 114SORT		 , 0.000		 ,  0		 , 114SPMV		 , 0.000		 ,  0		 , 114
AES		 , 0.000		 ,  0		 , 115FFT		 , 1.342		 ,  9		 , 115SHA		 , 0.000		 ,  0		 , 115BFS		 , 0.000		 ,  0		 , 115KMP		 , 0.000		 ,  0		 , 115GEMM		 , 0.000		 ,  0		 , 115SORT		 , 0.000		 ,  0		 , 115SPMV		 , 0.000		 ,  0		 , 115
AES		 , 0.000		 ,  0		 , 116FFT		 , 1.330		 ,  9		 , 116SHA		 , 0.000		 ,  0		 , 116BFS		 , 0.000		 ,  0		 , 116KMP		 , 0.000		 ,  0		 , 116GEMM		 , 0.000		 ,  0		 , 116SORT		 , 0.000		 ,  0		 , 116SPMV		 , 0.000		 ,  0		 , 116
AES		 , 0.000		 ,  0		 , 117FFT		 , 1.319		 ,  9		 , 117SHA		 , 0.000		 ,  0		 , 117BFS		 , 0.000		 ,  0		 , 117KMP		 , 0.000		 ,  0		 , 117GEMM		 , 0.000		 ,  0		 , 117SORT		 , 0.000		 ,  0		 , 117SPMV		 , 0.000		 ,  0		 , 117
AES		 , 0.000		 ,  0		 , 118FFT		 , 1.308		 ,  9		 , 118SHA		 , 0.000		 ,  0		 , 118BFS		 , 0.000		 ,  0		 , 118KMP		 , 0.000		 ,  0		 , 118GEMM		 , 0.000		 ,  0		 , 118SORT		 , 0.000		 ,  0		 , 118SPMV		 , 0.000		 ,  0		 , 118
AES		 , 0.000		 ,  0		 , 119FFT		 , 1.297		 ,  9		 , 119SHA		 , 0.000		 ,  0		 , 119BFS		 , 0.000		 ,  0		 , 119KMP		 , 0.000		 ,  0		 , 119GEMM		 , 0.000		 ,  0		 , 119SORT		 , 0.000		 ,  0		 , 119SPMV		 , 0.000		 ,  0		 , 119
AES		 , 0.000		 ,  0		 , 120FFT		 , 1.286		 ,  9		 , 120SHA		 , 0.000		 ,  0		 , 120BFS		 , 0.000		 ,  0		 , 120KMP		 , 0.000		 ,  0		 , 120GEMM		 , 0.000		 ,  0		 , 120SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 120
AES		 , 0.000		 ,  0		 , 121FFT		 , 1.275		 ,  9		 , 121SHA		 , 0.000		 ,  0		 , 121BFS		 , 0.000		 ,  0		 , 121KMP		 , 0.000		 ,  0		 , 121GEMM		 , 0.000		 ,  0		 , 121SORT		 , 0.000		 ,  0		 , 121SPMV		 , 0.000		 ,  0		 , 121
AES		 , 0.000		 ,  0		 , 122FFT		 , 1.264		 ,  9		 , 122SHA		 , 0.000		 ,  0		 , 122BFS		 , 0.000		 ,  0		 , 122KMP		 , 0.000		 ,  0		 , 122GEMM		 , 0.000		 ,  0		 , 122SORT		 , 0.000		 ,  0		 , 122SPMV		 , 0.000		 ,  0		 , 122
AES		 , 0.000		 ,  0		 , 123FFT		 , 1.254		 ,  9		 , 123SHA		 , 0.000		 ,  0		 , 123BFS		 , 0.000		 ,  0		 , 123KMP		 , 0.000		 ,  0		 , 123GEMM		 , 0.000		 ,  0		 , 123SORT		 , 0.000		 ,  0		 , 123SPMV		 , 0.000		 ,  0		 , 123
AES		 , 0.000		 ,  0		 , 124FFT		 , 1.244		 ,  9		 , 124SHA		 , 0.000		 ,  0		 , 124BFS		 , 0.000		 ,  0		 , 124KMP		 , 0.000		 ,  0		 , 124GEMM		 , 0.000		 ,  0		 , 124SORT		 , 0.000		 ,  0		 , 124SPMV		 , 0.000		 ,  0		 , 124
AES		 , 0.000		 ,  0		 , 125FFT		 , 1.371		 , 10		 , 125SHA		 , 0.000		 ,  0		 , 125BFS		 , 0.000		 ,  0		 , 125KMP		 , 0.000		 ,  0		 , 125GEMM		 , 0.000		 ,  0		 , 125SORT		 , 0.000		 ,  0		 , 125SPMV		 , 0.000		 ,  0		 , 125
AES		 , 0.000		 ,  0		 , 126FFT		 , 1.360		 , 10		 , 126SHA		 , 0.000		 ,  0		 , 126BFS		 , 0.000		 ,  0		 , 126KMP		 , 0.000		 ,  0		 , 126GEMM		 , 0.000		 ,  0		 , 126SORT		 , 0.000		 ,  0		 , 126SPMV		 , 0.000		 ,  0		 , 126
AES		 , 0.000		 ,  0		 , 127FFT		 , 1.349		 , 10		 , 127SHA		 , 0.000		 ,  0		 , 127BFS		 , 0.000		 ,  0		 , 127KMP		 , 0.000		 ,  0		 , 127GEMM		 , 0.000		 ,  0		 , 127SORT		 , 0.000		 ,  0		 , 127SPMV		 , 0.000		 ,  0		 , 127
AES		 , 0.000		 ,  0		 , 128FFT		 , 1.339		 , 10		 , 128SHA		 , 0.000		 ,  0		 , 128BFS		 , 0.000		 ,  0		 , 128KMP		 , 0.000		 ,  0		 , 128GEMM		 , 0.000		 ,  0		 , 128SORT		 , 0.000		 ,  0		 , 128SPMV		 , 0.000		 ,  0		 , 128
AES		 , 0.000		 ,  0		 , 129FFT		 , 1.328		 , 10		 , 129SHA		 , 0.000		 ,  0		 , 129BFS		 , 0.000		 ,  0		 , 129KMP		 , 0.000		 ,  0		 , 129GEMM		 , 0.000		 ,  0		 , 129SORT		 , 0.000		 ,  0		 , 129SPMV		 , 0.000		 ,  0		 , 129
AES		 , 0.000		 ,  0		 , 130FFT		 , 1.318		 , 10		 , 130SHA		 , 0.000		 ,  0		 , 130BFS		 , 0.000		 ,  0		 , 130KMP		 , 0.000		 ,  0		 , 130GEMM		 , 0.000		 ,  0		 , 130SORT		 , 0.000		 ,  0		 , 130SPMV		 , 0.000		 ,  0		 , 130
AES		 , 0.000		 ,  0		 , 131FFT		 , 1.308		 , 10		 , 131SHA		 , 0.000		 ,  0		 , 131BFS		 , 0.000		 ,  0		 , 131KMP		 , 0.000		 ,  0		 , 131GEMM		 , 0.000		 ,  0		 , 131SORT		 , 0.000		 ,  0		 , 131SPMV		 , 0.000		 ,  0		 , 131
AES		 , 0.000		 ,  0		 , 132FFT		 , 1.298		 , 10		 , 132SHA		 , 0.000		 ,  0		 , 132BFS		 , 0.000		 ,  0		 , 132KMP		 , 0.000		 ,  0		 , 132GEMM		 , 0.000		 ,  0		 , 132SORT		 , 0.000		 ,  0		 , 132SPMV		 , 0.000		 ,  0		 , 132
AES		 , 0.000		 ,  0		 , 133FFT		 , 1.288		 , 10		 , 133SHA		 , 0.000		 ,  0		 , 133BFS		 , 0.000		 ,  0		 , 133KMP		 , 0.000		 ,  0		 , 133GEMM		 , 0.000		 ,  0		 , 133SORT		 , 0.000		 ,  0		 , 133SPMV		 , 0.000		 ,  0		 , 133
AES		 , 0.000		 ,  0		 , 134FFT		 , 1.278		 , 10		 , 134SHA		 , 0.000		 ,  0		 , 134BFS		 , 0.000		 ,  0		 , 134KMP		 , 0.000		 ,  0		 , 134GEMM		 , 0.000		 ,  0		 , 134SORT		 , 0.000		 ,  0		 , 134SPMV		 , 0.000		 ,  0		 , 134
AES		 , 0.000		 ,  0		 , 135FFT		 , 1.269		 , 10		 , 135SHA		 , 0.000		 ,  0		 , 135BFS		 , 0.000		 ,  0		 , 135KMP		 , 0.000		 ,  0		 , 135GEMM		 , 0.000		 ,  0		 , 135SORT		 , 0.000		 ,  0		 , 135SPMV		 , 0.000		 ,  0		 , 135
AES		 , 0.000		 ,  0		 , 136FFT		 , 1.259		 , 10		 , 136SHA		 , 0.000		 ,  0		 , 136BFS		 , 0.000		 ,  0		 , 136KMP		 , 0.000		 ,  0		 , 136GEMM		 , 0.000		 ,  0		 , 136SORT		 , 0.000		 ,  0		 , 136SPMV		 , 0.000		 ,  0		 , 136
AES		 , 0.000		 ,  0		 , 137FFT		 , 1.250		 , 10		 , 137SHA		 , 0.000		 ,  0		 , 137BFS		 , 0.000		 ,  0		 , 137KMP		 , 0.000		 ,  0		 , 137GEMM		 , 0.000		 ,  0		 , 137SORT		 , 0.000		 ,  0		 , 137SPMV		 , 0.000		 ,  0		 , 137
AES		 , 0.000		 ,  0		 , 138FFT		 , 1.241		 , 10		 , 138SHA		 , 0.000		 ,  0		 , 138BFS		 , 0.000		 ,  0		 , 138KMP		 , 0.000		 ,  0		 , 138GEMM		 , 0.000		 ,  0		 , 138SORT		 , 0.000		 ,  0		 , 138SPMV		 , 0.000		 ,  0		 , 138
AES		 , 0.000		 ,  0		 , 139FFT		 , 1.232		 , 10		 , 139SHA		 , 0.000		 ,  0		 , 139BFS		 , 0.000		 ,  0		 , 139KMP		 , 0.000		 ,  0		 , 139GEMM		 , 0.000		 ,  0		 , 139SORT		 , 0.000		 ,  0		 , 139SPMV		 , 0.000		 ,  0		 , 139
AES		 , 0.000		 ,  0		 , 140FFT		 , 1.345		 , 11		 , 140SHA		 , 0.000		 ,  0		 , 140BFS		 , 0.000		 ,  0		 , 140KMP		 , 0.000		 ,  0		 , 140GEMM		 , 0.000		 ,  0		 , 140SORT		 , 0.000		 ,  0		 , 140SPMV		 , 0.000		 ,  0		 , 140
AES		 , 0.000		 ,  0		 , 141FFT		 , 1.336		 , 11		 , 141SHA		 , 0.000		 ,  0		 , 141BFS		 , 0.000		 ,  0		 , 141KMP		 , 0.000		 ,  0		 , 141GEMM		 , 0.000		 ,  0		 , 141SORT		 , 0.000		 ,  0		 , 141SPMV		 , 0.000		 ,  0		 , 141
AES		 , 0.000		 ,  0		 , 142FFT		 , 1.326		 , 11		 , 142SHA		 , 0.000		 ,  0		 , 142BFS		 , 0.000		 ,  0		 , 142KMP		 , 0.000		 ,  0		 , 142GEMM		 , 0.000		 ,  0		 , 142SORT		 , 0.000		 ,  0		 , 142SPMV		 , 0.000		 ,  0		 , 142
AES		 , 0.000		 ,  0		 , 143FFT		 , 1.317		 , 11		 , 143SHA		 , 0.000		 ,  0		 , 143BFS		 , 0.000		 ,  0		 , 143KMP		 , 0.000		 ,  0		 , 143GEMM		 , 0.000		 ,  0		 , 143SORT		 , 0.000		 ,  0		 , 143SPMV		 , 0.000		 ,  0		 , 143
AES		 , 0.000		 ,  0		 , 144FFT		 , 1.308		 , 11		 , 144SHA		 , 0.000		 ,  0		 , 144BFS		 , 0.000		 ,  0		 , 144KMP		 , 0.000		 ,  0		 , 144GEMM		 , 0.000		 ,  0		 , 144SORT		 , 0.000		 ,  0		 , 144SPMV		 , 0.000		 ,  0		 , 144
AES		 , 0.000		 ,  0		 , 145FFT		 , 1.299		 , 11		 , 145SHA		 , 0.000		 ,  0		 , 145BFS		 , 0.000		 ,  0		 , 145KMP		 , 0.000		 ,  0		 , 145GEMM		 , 0.000		 ,  0		 , 145SORT		 , 0.000		 ,  0		 , 145SPMV		 , 0.000		 ,  0		 , 145

Program Finished
