
Program Started
AES		 , nan		 ,  0		 , 0FFT		 , nan		 ,  0		 , 2SHA		 , nan		 ,  0		 , 0BFS		 , nan		 ,  0		 , 2KMP		 , nan		 ,  0		 , 0GEMM		 , nan		 ,  0		 , 3SORT		 , nan		 ,  0		 , 0SPMV		 , nan		 ,  0		 , 1
AES		 , 0.000		 ,  0		 , 74FFT		 , 0.000		 ,  0		 , 80SHA		 , 0.000		 ,  0		 , 94BFS		 , 0.000		 ,  0		 , 80KMP		 , 0.000		 ,  0		 , 83GEMM		 , 0.000		 ,  0		 , 81SORT		 , 0.000		 ,  0		 , 81SPMV		 , 0.000		 ,  0		 , 83
AES		 , 0.000		 ,  0		 , 74FFT		 , 0.000		 ,  0		 , 80SHA		 , 0.000		 ,  0		 , 97BFS		 , 0.000		 ,  0		 , 82KMP		 , 0.000		 ,  0		 , 83GEMM		 , 0.000		 ,  0		 , 82SORT		 , 0.000		 ,  0		 , 82SPMV		 , 0.000		 ,  0		 , 84
AES		 , 0.000		 ,  0		 , 74FFT		 , 0.000		 ,  0		 , 81SHA		 , 0.000		 ,  0		 , 99BFS		 , 0.000		 ,  0		 , 83KMP		 , 0.000		 ,  0		 , 85GEMM		 , 0.000		 ,  0		 , 82SORT		 , 0.000		 ,  0		 , 83SPMV		 , 0.000		 ,  0		 , 85
AES		 , 0.000		 ,  0		 , 74FFT		 , 0.000		 ,  0		 , 85SHA		 , 0.000		 ,  0		 , 99BFS		 , 0.000		 ,  0		 , 84KMP		 , 0.000		 ,  0		 , 85GEMM		 , 0.000		 ,  0		 , 83SORT		 , 0.000		 ,  0		 , 84SPMV		 , 0.000		 ,  0		 , 86
AES		 , 0.000		 ,  0		 , 75FFT		 , 0.000		 ,  0		 , 87SHA		 , 0.000		 ,  0		 , 99BFS		 , 0.000		 ,  0		 , 85KMP		 , 0.000		 ,  0		 , 86GEMM		 , 0.000		 ,  0		 , 85SORT		 , 0.000		 ,  0		 , 85SPMV		 , 0.000		 ,  0		 , 86
AES		 , 0.000		 ,  0		 , 76FFT		 , 0.000		 ,  0		 , 88SHA		 , 0.000		 ,  0		 , 100BFS		 , 0.000		 ,  0		 , 86KMP		 , 0.000		 ,  0		 , 89GEMM		 , 0.000		 ,  0		 , 85SORT		 , 0.000		 ,  0		 , 85SPMV		 , 0.000		 ,  0		 , 87
AES		 , 0.000		 ,  0		 , 76FFT		 , 0.000		 ,  0		 , 89SHA		 , 0.000		 ,  0		 , 101BFS		 , 0.000		 ,  0		 , 87KMP		 , 0.000		 ,  0		 , 91GEMM		 , 0.000		 ,  0		 , 87SORT		 , 0.000		 ,  0		 , 86SPMV		 , 0.000		 ,  0		 , 87
AES		 , 0.000		 ,  0		 , 78FFT		 , 0.000		 ,  0		 , 90SHA		 , 0.000		 ,  0		 , 102BFS		 , 0.000		 ,  0		 , 88KMP		 , 0.000		 ,  0		 , 92GEMM		 , 0.000		 ,  0		 , 89SORT		 , 0.000		 ,  0		 , 86SPMV		 , 0.000		 ,  0		 , 87
AES		 , 0.000		 ,  0		 , 78FFT		 , 0.000		 ,  0		 , 91SHA		 , 0.000		 ,  0		 , 102BFS		 , 0.000		 ,  0		 , 88KMP		 , 0.000		 ,  0		 , 94GEMM		 , 0.000		 ,  0		 , 90SORT		 , 0.000		 ,  0		 , 87SPMV		 , 0.000		 ,  0		 , 90
AES		 , 0.000		 ,  0		 , 80FFT		 , 0.000		 ,  0		 , 91SHA		 , 0.000		 ,  0		 , 103BFS		 , 0.000		 ,  0		 , 88KMP		 , 0.000		 ,  0		 , 95GEMM		 , 0.000		 ,  0		 , 92SORT		 , 0.000		 ,  0		 , 88SPMV		 , 0.000		 ,  0		 , 91
AES		 , 0.000		 ,  0		 , 82FFT		 , 0.000		 ,  0		 , 91SHA		 , 0.000		 ,  0		 , 105BFS		 , 0.000		 ,  0		 , 89KMP		 , 0.000		 ,  0		 , 96GEMM		 , 0.000		 ,  0		 , 92SORT		 , 0.000		 ,  0		 , 88SPMV		 , 0.000		 ,  0		 , 93
AES		 , 0.000		 ,  0		 , 83FFT		 , 0.000		 ,  0		 , 92SHA		 , 0.000		 ,  0		 , 106BFS		 , 0.000		 ,  0		 , 89KMP		 , 0.000		 ,  0		 , 98GEMM		 , 0.000		 ,  0		 , 93SORT		 , 0.000		 ,  0		 , 88SPMV		 , 0.000		 ,  0		 , 95
AES		 , 0.000		 ,  0		 , 83FFT		 , 0.000		 ,  0		 , 92SHA		 , 0.000		 ,  0		 , 107BFS		 , 0.000		 ,  0		 , 91KMP		 , 0.000		 ,  0		 , 98GEMM		 , 0.000		 ,  0		 , 95SORT		 , 0.000		 ,  0		 , 90SPMV		 , 0.000		 ,  0		 , 96
AES		 , 0.000		 ,  0		 , 83FFT		 , 0.000		 ,  0		 , 93SHA		 , 0.000		 ,  0		 , 109BFS		 , 0.000		 ,  0		 , 93KMP		 , 0.000		 ,  0		 , 99GEMM		 , 0.000		 ,  0		 , 96SORT		 , 0.000		 ,  0		 , 90SPMV		 , 0.000		 ,  0		 , 97
AES		 , 0.000		 ,  0		 , 83FFT		 , 0.000		 ,  0		 , 94SHA		 , 0.000		 ,  0		 , 112BFS		 , 0.000		 ,  0		 , 93KMP		 , 0.000		 ,  0		 , 100GEMM		 , 0.000		 ,  0		 , 96SORT		 , 0.000		 ,  0		 , 92SPMV		 , 0.000		 ,  0		 , 98
AES		 , 0.000		 ,  0		 , 83FFT		 , 0.000		 ,  0		 , 94SHA		 , 0.000		 ,  0		 , 112BFS		 , 0.000		 ,  0		 , 95KMP		 , 0.000		 ,  0		 , 101GEMM		 , 0.000		 ,  0		 , 99SORT		 , 0.000		 ,  0		 , 93SPMV		 , 0.000		 ,  0		 , 99
AES		 , 0.000		 ,  0		 , 85FFT		 , 0.000		 ,  0		 , 95SHA		 , 0.000		 ,  0		 , 113BFS		 , 0.000		 ,  0		 , 96KMP		 , 0.000		 ,  0		 , 102GEMM		 , 0.000		 ,  0		 , 100SORT		 , 0.000		 ,  0		 , 93SPMV		 , 0.000		 ,  0		 , 100
AES		 , 0.000		 ,  0		 , 85FFT		 , 0.000		 ,  0		 , 96SHA		 , 0.000		 ,  0		 , 113BFS		 , 0.000		 ,  0		 , 97KMP		 , 0.000		 ,  0		 , 103GEMM		 , 0.000		 ,  0		 , 101SORT		 , 0.000		 ,  0		 , 95SPMV		 , 0.000		 ,  0		 , 102
AES		 , 0.000		 ,  0		 , 87FFT		 , 0.000		 ,  0		 , 99SHA		 , 0.000		 ,  0		 , 113BFS		 , 0.000		 ,  0		 , 97KMP		 , 0.000		 ,  0		 , 105GEMM		 , 0.000		 ,  0		 , 101SORT		 , 0.000		 ,  0		 , 95SPMV		 , 0.000		 ,  0		 , 103
AES		 , 0.000		 ,  0		 , 88FFT		 , 0.000		 ,  0		 , 101SHA		 , 0.000		 ,  0		 , 113BFS		 , 0.000		 ,  0		 , 98KMP		 , 0.000		 ,  0		 , 106GEMM		 , 0.000		 ,  0		 , 102SORT		 , 0.000		 ,  0		 , 95SPMV		 , 0.000		 ,  0		 , 105
AES		 , 0.000		 ,  0		 , 90FFT		 , 0.000		 ,  0		 , 101SHA		 , 0.000		 ,  0		 , 115BFS		 , 0.000		 ,  0		 , 98KMP		 , 0.000		 ,  0		 , 107GEMM		 , 0.000		 ,  0		 , 104SORT		 , 0.000		 ,  0		 , 96SPMV		 , 0.000		 ,  0		 , 105
AES		 , 0.000		 ,  0		 , 91FFT		 , 0.000		 ,  0		 , 102SHA		 , 0.000		 ,  0		 , 115BFS		 , 0.000		 ,  0		 , 100KMP		 , 0.000		 ,  0		 , 108GEMM		 , 0.000		 ,  0		 , 104SORT		 , 0.000		 ,  0		 , 97SPMV		 , 0.000		 ,  0		 , 107
AES		 , 0.000		 ,  0		 , 92FFT		 , 0.000		 ,  0		 , 102SHA		 , 0.000		 ,  0		 , 115BFS		 , 0.000		 ,  0		 , 102KMP		 , 0.000		 ,  0		 , 109GEMM		 , 0.000		 ,  0		 , 105SORT		 , 0.000		 ,  0		 , 99SPMV		 , 0.000		 ,  0		 , 108
AES		 , 0.000		 ,  0		 , 94FFT		 , 0.000		 ,  0		 , 103SHA		 , 0.000		 ,  0		 , 115BFS		 , 0.000		 ,  0		 , 102KMP		 , 0.000		 ,  0		 , 109GEMM		 , 0.000		 ,  0		 , 108SORT		 , 0.000		 ,  0		 , 100SPMV		 , 0.000		 ,  0		 , 109
AES		 , 0.000		 ,  0		 , 95FFT		 , 0.000		 ,  0		 , 106SHA		 , 0.000		 ,  0		 , 115BFS		 , 0.000		 ,  0		 , 103KMP		 , 0.000		 ,  0		 , 109GEMM		 , 0.000		 ,  0		 , 110SORT		 , 0.000		 ,  0		 , 100SPMV		 , 0.000		 ,  0		 , 110
AES		 , 0.000		 ,  0		 , 96FFT		 , 0.000		 ,  0		 , 106SHA		 , 0.000		 ,  0		 , 118BFS		 , 0.000		 ,  0		 , 104KMP		 , 0.000		 ,  0		 , 110GEMM		 , 0.000		 ,  0		 , 110SORT		 , 0.000		 ,  0		 , 102SPMV		 , 0.000		 ,  0		 , 110
AES		 , 0.000		 ,  0		 , 97FFT		 , 0.000		 ,  0		 , 106SHA		 , 0.000		 ,  0		 , 119BFS		 , 0.000		 ,  0		 , 106KMP		 , 0.000		 ,  0		 , 110GEMM		 , 0.000		 ,  0		 , 110SORT		 , 0.000		 ,  0		 , 104SPMV		 , 0.000		 ,  0		 , 112
AES		 , 0.000		 ,  0		 , 99FFT		 , 0.000		 ,  0		 , 107SHA		 , 0.000		 ,  0		 , 120BFS		 , 0.000		 ,  0		 , 108KMP		 , 0.000		 ,  0		 , 110GEMM		 , 0.000		 ,  0		 , 111SORT		 , 0.000		 ,  0		 , 105SPMV		 , 0.000		 ,  0		 , 112
AES		 , 0.000		 ,  0		 , 99FFT		 , 0.000		 ,  0		 , 107SHA		 , 0.000		 ,  0		 , 122BFS		 , 0.000		 ,  0		 , 109KMP		 , 0.000		 ,  0		 , 111GEMM		 , 0.000		 ,  0		 , 112SORT		 , 0.000		 ,  0		 , 107SPMV		 , 0.000		 ,  0		 , 113
AES		 , 0.000		 ,  0		 , 101FFT		 , 0.000		 ,  0		 , 108SHA		 , 0.000		 ,  0		 , 123BFS		 , 0.000		 ,  0		 , 109KMP		 , 0.000		 ,  0		 , 111GEMM		 , 0.000		 ,  0		 , 114SORT		 , 0.000		 ,  0		 , 108SPMV		 , 0.000		 ,  0		 , 114
AES		 , 0.000		 ,  0		 , 102FFT		 , 0.000		 ,  0		 , 108SHA		 , 0.000		 ,  0		 , 124BFS		 , 0.000		 ,  0		 , 110KMP		 , 0.000		 ,  0		 , 113GEMM		 , 0.000		 ,  0		 , 116SORT		 , 0.000		 ,  0		 , 108SPMV		 , 0.000		 ,  0		 , 115
AES		 , 0.000		 ,  0		 , 102FFT		 , 0.000		 ,  0		 , 110SHA		 , 0.000		 ,  0		 , 125BFS		 , 0.000		 ,  0		 , 110KMP		 , 0.000		 ,  0		 , 113GEMM		 , 0.000		 ,  0		 , 117SORT		 , 0.000		 ,  0		 , 111SPMV		 , 0.000		 ,  0		 , 116
AES		 , 0.000		 ,  0		 , 104FFT		 , 0.000		 ,  0		 , 110SHA		 , 0.000		 ,  0		 , 127BFS		 , 0.000		 ,  0		 , 110KMP		 , 0.000		 ,  0		 , 114GEMM		 , 0.000		 ,  0		 , 118SORT		 , 0.000		 ,  0		 , 113SPMV		 , 0.000		 ,  0		 , 116
AES		 , 0.000		 ,  0		 , 106FFT		 , 0.000		 ,  0		 , 112SHA		 , 0.000		 ,  0		 , 127BFS		 , 0.000		 ,  0		 , 112KMP		 , 0.000		 ,  0		 , 114GEMM		 , 0.000		 ,  0		 , 118SORT		 , 0.000		 ,  0		 , 113SPMV		 , 0.000		 ,  0		 , 118
AES		 , 0.000		 ,  0		 , 106FFT		 , 0.000		 ,  0		 , 114SHA		 , 0.000		 ,  0		 , 128BFS		 , 0.000		 ,  0		 , 112KMP		 , 0.000		 ,  0		 , 117GEMM		 , 0.000		 ,  0		 , 119SORT		 , 0.000		 ,  0		 , 114SPMV		 , 0.000		 ,  0		 , 118
AES		 , 0.000		 ,  0		 , 106FFT		 , 0.000		 ,  0		 , 117SHA		 , 0.000		 ,  0		 , 128BFS		 , 0.000		 ,  0		 , 112KMP		 , 0.000		 ,  0		 , 118GEMM		 , 0.000		 ,  0		 , 120SORT		 , 0.000		 ,  0		 , 116SPMV		 , 0.000		 ,  0		 , 119
AES		 , 0.000		 ,  0		 , 106FFT		 , 0.000		 ,  0		 , 118SHA		 , 0.000		 ,  0		 , 132BFS		 , 0.000		 ,  0		 , 112KMP		 , 0.000		 ,  0		 , 118GEMM		 , 0.000		 ,  0		 , 121SORT		 , 0.000		 ,  0		 , 117SPMV		 , 0.000		 ,  0		 , 120
AES		 , 0.000		 ,  0		 , 108FFT		 , 0.000		 ,  0		 , 120SHA		 , 0.000		 ,  0		 , 133BFS		 , 0.000		 ,  0		 , 112KMP		 , 0.000		 ,  0		 , 119GEMM		 , 0.000		 ,  0		 , 122SORT		 , 0.000		 ,  0		 , 117SPMV		 , 0.000		 ,  0		 , 121
AES		 , 0.000		 ,  0		 , 109FFT		 , 0.000		 ,  0		 , 122SHA		 , 0.000		 ,  0		 , 133BFS		 , 0.000		 ,  0		 , 114KMP		 , 0.000		 ,  0		 , 120GEMM		 , 0.000		 ,  0		 , 122SORT		 , 0.000		 ,  0		 , 118SPMV		 , 0.000		 ,  0		 , 122
AES		 , 0.000		 ,  0		 , 110FFT		 , 0.000		 ,  0		 , 122SHA		 , 0.000		 ,  0		 , 133BFS		 , 0.000		 ,  0		 , 116KMP		 , 0.000		 ,  0		 , 122GEMM		 , 0.000		 ,  0		 , 122SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 123
AES		 , 0.000		 ,  0		 , 110FFT		 , 0.000		 ,  0		 , 123SHA		 , 0.000		 ,  0		 , 134BFS		 , 0.000		 ,  0		 , 119KMP		 , 0.000		 ,  0		 , 124GEMM		 , 0.000		 ,  0		 , 123SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 123
AES		 , 0.000		 ,  0		 , 113FFT		 , 0.000		 ,  0		 , 123SHA		 , 0.000		 ,  0		 , 135BFS		 , 0.000		 ,  0		 , 121KMP		 , 0.000		 ,  0		 , 124GEMM		 , 0.000		 ,  0		 , 123SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 125
AES		 , 0.000		 ,  0		 , 115FFT		 , 0.000		 ,  0		 , 124SHA		 , 0.000		 ,  0		 , 137BFS		 , 0.000		 ,  0		 , 123KMP		 , 0.000		 ,  0		 , 124GEMM		 , 0.000		 ,  0		 , 124SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 125
AES		 , 0.000		 ,  0		 , 118FFT		 , 0.000		 ,  0		 , 125SHA		 , 0.000		 ,  0		 , 137BFS		 , 0.000		 ,  0		 , 124KMP		 , 0.000		 ,  0		 , 125GEMM		 , 0.000		 ,  0		 , 126SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 125
AES		 , 0.000		 ,  0		 , 118FFT		 , 0.000		 ,  0		 , 125SHA		 , 0.000		 ,  0		 , 138BFS		 , 0.000		 ,  0		 , 125KMP		 , 0.000		 ,  0		 , 125GEMM		 , 0.000		 ,  0		 , 130SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 127
AES		 , 0.000		 ,  0		 , 118FFT		 , 0.000		 ,  0		 , 127SHA		 , 0.000		 ,  0		 , 139BFS		 , 0.000		 ,  0		 , 128KMP		 , 0.000		 ,  0		 , 126GEMM		 , 0.000		 ,  0		 , 130SORT		 , 0.000		 ,  0		 , 120SPMV		 , 0.000		 ,  0		 , 128
AES		 , 0.000		 ,  0		 , 118FFT		 , 0.000		 ,  0		 , 130SHA		 , 0.000		 ,  0		 , 140BFS		 , 0.000		 ,  0		 , 129KMP		 , 0.000		 ,  0		 , 127GEMM		 , 0.000		 ,  0		 , 130SORT		 , 0.000		 ,  0		 , 121SPMV		 , 0.000		 ,  0		 , 129
AES		 , 0.000		 ,  0		 , 118FFT		 , 0.000		 ,  0		 , 130SHA		 , 0.000		 ,  0		 , 141BFS		 , 0.000		 ,  0		 , 131KMP		 , 0.000		 ,  0		 , 128GEMM		 , 0.000		 ,  0		 , 131SORT		 , 0.000		 ,  0		 , 123SPMV		 , 0.000		 ,  0		 , 130
AES		 , 0.000		 ,  0		 , 119FFT		 , 0.000		 ,  0		 , 132SHA		 , 0.000		 ,  0		 , 142BFS		 , 0.000		 ,  0		 , 132KMP		 , 0.000		 ,  0		 , 129GEMM		 , 0.000		 ,  0		 , 132SORT		 , 0.000		 ,  0		 , 124SPMV		 , 0.000		 ,  0		 , 130
AES		 , 0.000		 ,  0		 , 120FFT		 , 0.000		 ,  0		 , 132SHA		 , 0.000		 ,  0		 , 144BFS		 , 0.000		 ,  0		 , 134KMP		 , 0.000		 ,  0		 , 130GEMM		 , 0.000		 ,  0		 , 132SORT		 , 0.000		 ,  0		 , 125SPMV		 , 0.000		 ,  0		 , 131
AES		 , 0.000		 ,  0		 , 121FFT		 , 0.000		 ,  0		 , 134SHA		 , 0.000		 ,  0		 , 145BFS		 , 0.000		 ,  0		 , 135KMP		 , 0.000		 ,  0		 , 131GEMM		 , 0.000		 ,  0		 , 133SORT		 , 0.000		 ,  0		 , 126SPMV		 , 0.000		 ,  0		 , 131
AES		 , 0.000		 ,  0		 , 123FFT		 , 0.000		 ,  0		 , 134SHA		 , 0.000		 ,  0		 , 145BFS		 , 0.000		 ,  0		 , 135KMP		 , 0.000		 ,  0		 , 132GEMM		 , 0.000		 ,  0		 , 136SORT		 , 0.000		 ,  0		 , 128SPMV		 , 0.000		 ,  0		 , 131
AES		 , 0.000		 ,  0		 , 123FFT		 , 0.000		 ,  0		 , 134SHA		 , 0.000		 ,  0		 , 145BFS		 , 0.000		 ,  0		 , 137KMP		 , 0.000		 ,  0		 , 134GEMM		 , 0.000		 ,  0		 , 138SORT		 , 0.000		 ,  0		 , 129SPMV		 , 0.000		 ,  0		 , 132
AES		 , 0.000		 ,  0		 , 124FFT		 , 0.000		 ,  0		 , 137SHA		 , 0.000		 ,  0		 , 146BFS		 , 0.000		 ,  0		 , 137KMP		 , 0.000		 ,  0		 , 134GEMM		 , 0.000		 ,  0		 , 139SORT		 , 0.000		 ,  0		 , 129SPMV		 , 0.000		 ,  0		 , 134
AES		 , 0.000		 ,  0		 , 124FFT		 , 0.000		 ,  0		 , 137SHA		 , 0.000		 ,  0		 , 146BFS		 , 0.000		 ,  0		 , 138KMP		 , 0.000		 ,  0		 , 137GEMM		 , 0.000		 ,  0		 , 139SORT		 , 0.000		 ,  0		 , 130SPMV		 , 0.000		 ,  0		 , 137
AES		 , 0.000		 ,  0		 , 124FFT		 , 0.000		 ,  0		 , 137SHA		 , 0.000		 ,  0		 , 147BFS		 , 0.000		 ,  0		 , 139KMP		 , 0.000		 ,  0		 , 140GEMM		 , 0.000		 ,  0		 , 141SORT		 , 0.000		 ,  0		 , 131SPMV		 , 0.000		 ,  0		 , 137
AES		 , 0.000		 ,  0		 , 125FFT		 , 0.000		 ,  0		 , 139SHA		 , 0.000		 ,  0		 , 147BFS		 , 0.000		 ,  0		 , 140KMP		 , 0.000		 ,  0		 , 140GEMM		 , 0.000		 ,  0		 , 141SORT		 , 0.000		 ,  0		 , 132SPMV		 , 0.000		 ,  0		 , 140
AES		 , 0.000		 ,  0		 , 125FFT		 , 0.000		 ,  0		 , 141SHA		 , 0.000		 ,  0		 , 148BFS		 , 0.000		 ,  0		 , 141KMP		 , 0.000		 ,  0		 , 140GEMM		 , 0.000		 ,  0		 , 143SORT		 , 0.000		 ,  0		 , 133SPMV		 , 0.000		 ,  0		 , 141
AES		 , 0.000		 ,  0		 , 125FFT		 , 0.000		 ,  0		 , 143SHA		 , 0.000		 ,  0		 , 150BFS		 , 0.000		 ,  0		 , 142KMP		 , 0.000		 ,  0		 , 140GEMM		 , 0.000		 ,  0		 , 144SORT		 , 0.000		 ,  0		 , 134SPMV		 , 0.000		 ,  0		 , 142
AES		 , 0.000		 ,  0		 , 125FFT		 , 0.000		 ,  0		 , 144SHA		 , 0.000		 ,  0		 , 150BFS		 , 0.000		 ,  0		 , 144KMP		 , 0.000		 ,  0		 , 143GEMM		 , 0.000		 ,  0		 , 145SORT		 , 0.000		 ,  0		 , 134SPMV		 , 0.000		 ,  0		 , 143
AES		 , 0.000		 ,  0		 , 127FFT		 , 0.000		 ,  0		 , 144SHA		 , 0.000		 ,  0		 , 150BFS		 , 0.000		 ,  0		 , 145KMP		 , 0.000		 ,  0		 , 143GEMM		 , 0.000		 ,  0		 , 146SORT		 , 0.000		 ,  0		 , 136SPMV		 , 0.000		 ,  0		 , 145
AES		 , 0.000		 ,  0		 , 129FFT		 , 0.000		 ,  0		 , 145SHA		 , 0.000		 ,  0		 , 150BFS		 , 0.000		 ,  0		 , 146KMP		 , 0.000		 ,  0		 , 144GEMM		 , 0.000		 ,  0		 , 147SORT		 , 0.000		 ,  0		 , 138SPMV		 , 0.000		 ,  0		 , 145
AES		 , 0.000		 ,  0		 , 129FFT		 , 0.000		 ,  0		 , 148SHA		 , 0.000		 ,  0		 , 151BFS		 , 0.000		 ,  0		 , 147KMP		 , 0.000		 ,  0		 , 145GEMM		 , 0.000		 ,  0		 , 148SORT		 , 0.000		 ,  0		 , 139SPMV		 , 0.000		 ,  0		 , 145
AES		 , 0.000		 ,  0		 , 130FFT		 , 0.000		 ,  0		 , 150SHA		 , 0.000		 ,  0		 , 151BFS		 , 0.000		 ,  0		 , 147KMP		 , 0.000		 ,  0		 , 146GEMM		 , 0.000		 ,  0		 , 150SORT		 , 0.000		 ,  0		 , 140SPMV		 , 0.000		 ,  0		 , 146
AES		 , 0.000		 ,  0		 , 132FFT		 , 0.000		 ,  0		 , 151SHA		 , 0.000		 ,  0		 , 152BFS		 , 0.000		 ,  0		 , 147KMP		 , 0.000		 ,  0		 , 146GEMM		 , 0.000		 ,  0		 , 152SORT		 , 0.000		 ,  0		 , 141SPMV		 , 0.000		 ,  0		 , 147
AES		 , 0.000		 ,  0		 , 134FFT		 , 0.000		 ,  0		 , 152SHA		 , 0.000		 ,  0		 , 154BFS		 , 0.000		 ,  0		 , 149KMP		 , 0.000		 ,  0		 , 146GEMM		 , 0.000		 ,  0		 , 152SORT		 , 0.000		 ,  0		 , 142SPMV		 , 0.000		 ,  0		 , 147
AES		 , 0.000		 ,  0		 , 135FFT		 , 0.000		 ,  0		 , 153SHA		 , 0.000		 ,  0		 , 157BFS		 , 0.000		 ,  0		 , 149KMP		 , 0.000		 ,  0		 , 146GEMM		 , 0.000		 ,  0		 , 153SORT		 , 0.000		 ,  0		 , 144SPMV		 , 0.000		 ,  0		 , 147
AES		 , 0.000		 ,  0		 , 138FFT		 , 0.000		 ,  0		 , 155SHA		 , 0.000		 ,  0		 , 157BFS		 , 0.000		 ,  0		 , 151KMP		 , 0.000		 ,  0		 , 146GEMM		 , 0.000		 ,  0		 , 153SORT		 , 0.000		 ,  0		 , 144SPMV		 , 0.000		 ,  0		 , 148
AES		 , 0.000		 ,  0		 , 138FFT		 , 0.000		 ,  0		 , 157SHA		 , 0.000		 ,  0		 , 157BFS		 , 0.000		 ,  0		 , 152KMP		 , 0.000		 ,  0		 , 146GEMM		 , 0.000		 ,  0		 , 153SORT		 , 0.000		 ,  0		 , 145SPMV		 , 0.000		 ,  0		 , 152
AES		 , 0.000		 ,  0		 , 138FFT		 , 0.000		 ,  0		 , 158SHA		 , 0.000		 ,  0		 , 158BFS		 , 0.000		 ,  0		 , 153KMP		 , 0.000		 ,  0		 , 149GEMM		 , 0.000		 ,  0		 , 154SORT		 , 0.000		 ,  0		 , 146SPMV		 , 0.000		 ,  0		 , 152
AES		 , 0.000		 ,  0		 , 139FFT		 , 0.000		 ,  0		 , 160SHA		 , 0.000		 ,  0		 , 158BFS		 , 0.000		 ,  0		 , 153KMP		 , 0.000		 ,  0		 , 151GEMM		 , 0.000		 ,  0		 , 154SORT		 , 0.000		 ,  0		 , 147SPMV		 , 0.000		 ,  0		 , 154
AES		 , 0.000		 ,  0		 , 139FFT		 , 0.000		 ,  0		 , 162SHA		 , 0.000		 ,  0		 , 161BFS		 , 0.000		 ,  0		 , 153KMP		 , 0.000		 ,  0		 , 152GEMM		 , 0.000		 ,  0		 , 154SORT		 , 0.000		 ,  0		 , 148SPMV		 , 0.000		 ,  0		 , 155
AES		 , 0.000		 ,  0		 , 141FFT		 , 0.000		 ,  0		 , 164SHA		 , 0.000		 ,  0		 , 161BFS		 , 0.000		 ,  0		 , 154KMP		 , 0.000		 ,  0		 , 153GEMM		 , 0.000		 ,  0		 , 155SORT		 , 0.000		 ,  0		 , 148SPMV		 , 0.000		 ,  0		 , 156
AES		 , 0.000		 ,  0		 , 143FFT		 , 0.000		 ,  0		 , 166SHA		 , 0.000		 ,  0		 , 163BFS		 , 0.000		 ,  0		 , 154KMP		 , 0.000		 ,  0		 , 154GEMM		 , 0.000		 ,  0		 , 155SORT		 , 0.000		 ,  0		 , 148SPMV		 , 0.000		 ,  0		 , 157
AES		 , 0.000		 ,  0		 , 144FFT		 , 0.000		 ,  0		 , 168SHA		 , 0.000		 ,  0		 , 164BFS		 , 0.000		 ,  0		 , 156KMP		 , 0.000		 ,  0		 , 154GEMM		 , 0.000		 ,  0		 , 156SORT		 , 0.000		 ,  0		 , 149SPMV		 , 0.000		 ,  0		 , 157
AES		 , 0.000		 ,  0		 , 144FFT		 , 0.000		 ,  0		 , 168SHA		 , 0.000		 ,  0		 , 167BFS		 , 0.000		 ,  0		 , 157KMP		 , 0.000		 ,  0		 , 154GEMM		 , 0.000		 ,  0		 , 158SORT		 , 0.000		 ,  0		 , 150SPMV		 , 0.000		 ,  0		 , 158
AES		 , 0.000		 ,  0		 , 145FFT		 , 0.000		 ,  0		 , 168SHA		 , 0.000		 ,  0		 , 167BFS		 , 0.000		 ,  0		 , 157KMP		 , 0.000		 ,  0		 , 159GEMM		 , 0.000		 ,  0		 , 158SORT		 , 0.000		 ,  0		 , 151SPMV		 , 0.000		 ,  0		 , 159
AES		 , 0.000		 ,  0		 , 146FFT		 , 0.000		 ,  0		 , 170SHA		 , 0.000		 ,  0		 , 168BFS		 , 0.000		 ,  0		 , 158KMP		 , 0.000		 ,  0		 , 160GEMM		 , 0.000		 ,  0		 , 158SORT		 , 0.000		 ,  0		 , 151SPMV		 , 0.000		 ,  0		 , 161
AES		 , 0.000		 ,  0		 , 146FFT		 , 0.000		 ,  0		 , 171SHA		 , 0.000		 ,  0		 , 170BFS		 , 0.000		 ,  0		 , 159KMP		 , 0.000		 ,  0		 , 160GEMM		 , 0.000		 ,  0		 , 158SORT		 , 0.000		 ,  0		 , 152SPMV		 , 0.000		 ,  0		 , 164
AES		 , 0.000		 ,  0		 , 147FFT		 , 0.000		 ,  0		 , 171SHA		 , 0.000		 ,  0		 , 171BFS		 , 0.000		 ,  0		 , 160KMP		 , 0.000		 ,  0		 , 160GEMM		 , 0.000		 ,  0		 , 159SORT		 , 0.000		 ,  0		 , 153SPMV		 , 0.000		 ,  0		 , 167
AES		 , 0.000		 ,  0		 , 149FFT		 , 0.000		 ,  0		 , 172SHA		 , 0.000		 ,  0		 , 173BFS		 , 0.000		 ,  0		 , 160KMP		 , 0.000		 ,  0		 , 161GEMM		 , 0.000		 ,  0		 , 160SORT		 , 0.000		 ,  0		 , 154SPMV		 , 0.000		 ,  0		 , 167
